rcvr_id,rcvr_cntry_code,starts,dones,rcvr_acct_type,rcvr_acct_cre_dt,is_large_enterprise_y_n,large_merch_y_n,rcvr_tof,busn_name,rcvr_segment,rcvr_industry,rcvr_region,cust_acq_chnl_desc,num_txns,tpv,merch_tpv_tier,coverage,conversion
1318411731289135956 ,DE ,7,7,Consumer,10/23/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,21,523.16,<10K,0.33,1
1719850156768106453 ,US ,2,1,Business,5/9/2012,N,N,3Y+,Premier Designs Jewelry,04 YS,?,NA    ,Organic,2,141.12,<10K,0.5,0.5
1583462483382874231 ,GB ,15,13,Consumer,2/19/2007,N,N,3Y+,#,03 CS,auto-parts,EMEA  ,Organic,14,956.89,<10K,0.93,0.87
1862745943372528322 ,US ,111,57,Business,9/16/2012,N,N,1Y-3Y,Live Your Life Fitness,03 CS,health,NA    ,Paid IM,205,"33,079.29",10K-200K,0.28,0.51
1313239162675543315 ,ES ,1,1,Consumer,5/25/2015,N,N,0-3M,#,04 YS,?,CEMEA ,Organic,1,12.64,<10K,1,1
2082987793782172070 ,PT ,2,0,Consumer,9/22/2014,N,N,3-12M,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
1527350634288546003 ,US ,7,6,Consumer,6/24/2003,N,N,3Y+,#,03 CS,auto-parts,NA    ,Organic,6,"1,607.50",<10K,1,0.86
2256000860367044859 ,US ,9,9,Consumer,2/11/2006,N,N,3Y+,#,03 CS,electronics,NA    ,Organic,11,693.32,<10K,0.82,1
1529649146370439661 ,US ,14,11,Business,1/24/2001,N,N,3Y+,Etowah Valley Inc.,02 SME,education,NA    ,Organic,286,"17,570.53",10K-200K,0.04,0.79
2015344618139107665 ,TH ,1,0,Consumer,4/1/2011,N,N,3Y+,#,?,?,APAC  ,Natural Search,?,?,Unknown,?,0
2001578242994377409 ,BR ,2,2,Consumer,10/15/2013,N,N,1Y-3Y,#,03 CS,?,LATAM ,Organic,5,556.76,<10K,0.4,1
1828619830260832430 ,GB ,2,2,Consumer,3/30/2013,N,N,1Y-3Y,#,03 CS,music-videos,EMEA  ,Natural Search,2,261.3,<10K,1,1
2204886277006050260 ,FR ,4,2,Business,2/12/2015,N,N,3-12M,#,04 YS,?,CEMEA ,Paid IM and Natural Search,2,89.47,<10K,1,0.5
1763600459192442871 ,US ,86,36,Business,11/24/2002,N,N,3Y+,Shirley Cason Music - MY PEACEFUL WORLD,03 CS,music-videos,NA    ,Organic,38,466.02,<10K,0.95,0.42
1425084584458945220 ,US ,28,26,Consumer,1/8/2006,N,N,3Y+,#,03 CS,auto-parts,NA    ,Organic,29,"1,093.33",<10K,0.9,0.93
1564848453465224599 ,BR ,2,2,Consumer,4/3/2012,N,N,3Y+,#,03 CS,?,LATAM ,Paid IM and Natural Search,2,11.97,<10K,1,1
1208157461973214892 ,GB ,2,2,Consumer,11/2/2010,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,3,39.35,<10K,0.67,1
1933864769295879091 ,JP ,1,1,Consumer,6/10/2015,N,N,0-3M,#,04 YS,?,APAC  ,Paid IM,1,33,<10K,1,1
1847182962584777587 ,GB ,11,9,Consumer,9/8/2005,N,N,3Y+,#,03 CS,sports-equip,EMEA  ,Organic,10,311.34,<10K,0.9,0.82
1562575111619775854 ,AT ,1,1,Consumer,6/20/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,2,"3,358.00",<10K,0.5,1
2220614091707411464 ,PL ,1,1,Consumer,10/16/2014,N,N,3-12M,#,05 P2P receiver,?,CEMEA ,Organic,1,28.82,<10K,1,1
2246572663600598080 ,GB ,3,3,Consumer,8/15/2014,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Paid IM,2,26.54,<10K,1.5,1
2161581372811045156 ,IT ,1,0,Business,5/11/2012,N,N,3Y+,GREENWOOD S.N.C. di DE FEO DANIELA E C.,03 CS,?,CEMEA ,Partner and Search,?,?,Unknown,?,0
1547516159877631033 ,US ,1,1,Consumer,1/7/2005,N,N,3Y+,#,03 CS,auto-parts,NA    ,Organic,3,335,<10K,0.33,1
1426683496117840234 ,US ,1,1,Consumer,3/16/2001,N,N,3Y+,#,03 CS,services-other,NA    ,Organic,17,"3,951.00",<10K,0.06,1
1648933651043972738 ,DE ,6,5,Consumer,6/3/2008,N,N,3Y+,#,03 CS,fashion,EMEA  ,Organic,47,"1,336.09",<10K,0.11,0.83
2115647277499746441 ,DE ,1,1,Consumer,11/19/2007,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,187.06,<10K,1,1
2035585391908382828 ,GB ,1,1,Consumer,11/5/2010,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,190.45,<10K,1,1
1230767199359669063 ,US ,1,1,Consumer,5/7/2014,N,N,1Y-3Y,#,03 CS,?,NA    ,Natural Search,2,81.2,<10K,0.5,1
2046022712845521089 ,DK ,1,1,Consumer,10/25/2001,N,N,3Y+,#,03 CS,cameras,CEMEA ,Organic,1,45.58,<10K,1,1
1673047464888924061 ,US ,1,0,Consumer,9/3/2012,N,N,1Y-3Y,#,?,?,NA    ,Organic,?,?,Unknown,?,0
1297398052550647253 ,CA ,11,11,Consumer,4/23/2013,N,N,1Y-3Y,#,03 CS,coins,NA    ,Organic,12,"1,261.96",<10K,0.92,1
2252365751800088553 ,US ,3,3,Consumer,7/20/2010,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,6,683.5,<10K,0.5,1
1835744184998421872 ,FR ,1,0,Consumer,7/29/2008,N,N,3Y+,#,05 P2P receiver,?,CEMEA ,Organic,?,?,Unknown,?,0
2244866681152380440 ,US ,1,1,Consumer,12/26/2000,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,37.58,<10K,1,1
2259961237983009060 ,GR ,9,0,Business,5/19/2015,N,N,3-12M,Aeolos Hotel,?,travel,CEMEA ,Natural Search,?,?,Unknown,?,0
1736705558249978710 ,US ,4,0,Consumer,1/14/2004,N,N,3Y+,#,?,?,NA    ,Organic,?,?,Unknown,?,0
2296884978570845914 ,NZ ,2,2,Business,11/23/2009,N,N,3Y+,Commercial Food Equipment Ltd,03 CS,?,APAC  ,Organic,2,"1,355.18",<10K,1,1
1816967778439372087 ,GB ,43,42,Consumer,6/8/2004,N,N,3Y+,#,03 CS,memorabilia,EMEA  ,Organic,46,"1,390.70",<10K,0.91,0.98
1606384413479329403 ,CH ,3,2,Business,2/25/2014,N,N,1Y-3Y,Colle Castagno GmbH,03 CS,?,EMEA  ,Natural Search,3,788.04,<10K,0.67,0.67
1256196143762685894 ,GB ,32,30,Consumer,9/18/2004,N,N,3Y+,#,03 CS,auto-parts,EMEA  ,Organic,42,"5,977.67",<10K,0.71,0.94
1566766313278644114 ,DE ,1,1,Consumer,1/2/2008,N,N,3Y+,#,03 CS,cellphones,EMEA  ,Organic,1,221.59,<10K,1,1
1411180135359886122 ,GB ,2,2,Consumer,8/30/2014,N,N,3-12M,#,04 YS,?,EMEA  ,Organic,2,42.11,<10K,1,1
1432147954277959359 ,BE ,3,3,Consumer,1/1/2007,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,23,"1,443.02",<10K,0.13,1
1784464224211812732 ,US ,3,3,Consumer,8/16/2006,N,N,3Y+,#,04 YS,?,NA    ,Organic,5,113.4,<10K,0.6,1
2212926501082020355 ,US ,58,56,Consumer,10/21/2000,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,70,"2,120.57",<10K,0.8,0.97
1314546720826334859 ,MX ,44,31,Business,6/5/2010,N,N,3Y+,#,03 CS,?,LATAM ,Organic,32,"1,036.38",<10K,0.97,0.7
2110696223621258560 ,US ,1,1,Consumer,1/20/2010,N,N,3Y+,#,04 YS,?,NA    ,Paid IM,4,195,<10K,0.25,1
2224250552070559064 ,FR ,2,2,Consumer,10/2/2007,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,2,131.25,<10K,1,1
2245406315491077979 ,NO ,1,1,Consumer,7/21/2011,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,1,401.36,<10K,1,1
2034754208685740867 ,FR ,13,12,Consumer,7/14/2013,N,N,1Y-3Y,#,05 P2P receiver,?,CEMEA ,Organic,27,"1,875.56",<10K,0.44,0.92
2088339199990727520 ,GB ,5,5,Consumer,1/31/2007,N,N,3Y+,#,03 CS,computer-hardware,EMEA  ,Organic,5,341.02,<10K,1,1
1209484900218754631 ,US ,2,2,Consumer,6/17/2002,N,N,3Y+,#,03 CS,tickets,NA    ,Organic,5,468,<10K,0.4,1
2131926849107233071 ,GB ,9,9,Consumer,8/13/2006,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,10,373.97,<10K,0.9,1
1189569309893517985 ,SE ,5,4,Consumer,9/7/2011,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,19,"2,816.87",<10K,0.21,0.8
1161090173055889797 ,IT ,1,1,Business,9/16/2007,N,N,3Y+,#,02 SME,?,CEMEA ,Organic,1,32.84,<10K,1,1
1890205186207274046 ,GB ,1,1,Consumer,6/10/2013,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Organic,1,78.19,<10K,1,1
1450824096831400272 ,US ,1,0,Consumer,7/20/2008,N,N,3Y+,#,03 CS,?,NA    ,Organic,1,540,<10K,0,0
1911199382014115629 ,GB ,1,1,Consumer,10/11/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,12.82,<10K,1,1
1206443656126905535 ,US ,101,100,Consumer,8/2/2004,N,N,3Y+,#,03 CS,?,NA    ,Organic,162,"15,607.78",10K-200K,0.62,0.99
1584090323607113812 ,DE ,12,11,Consumer,7/12/2008,N,N,3Y+,#,03 CS,fashion,EMEA  ,Organic,25,935.74,<10K,0.44,0.92
1733037854888857757 ,CA ,1,1,Consumer,2/18/2013,N,N,1Y-3Y,#,05 P2P receiver,?,NA    ,Organic,1,217.69,<10K,1,1
1526349696328244844 ,US ,27,26,Consumer,12/28/2014,N,N,3-12M,#,03 CS,?,NA    ,Organic,27,708.8,<10K,0.96,0.96
2105174748662058585 ,US ,4,3,Consumer,6/2/2006,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,5,561.89,<10K,0.6,0.75
1153694620760510042 ,DE ,133,123,Business,8/20/2013,N,N,1Y-3Y,#,03 CS,memorabilia,EMEA  ,Organic,449,"6,001.63",<10K,0.27,0.92
1301286968372029648 ,US ,2,2,Consumer,12/17/2014,N,N,3-12M,#,05 P2P receiver,?,NA    ,Natural Search,2,6,<10K,1,1
1550999634723171564 ,IT ,1,1,Consumer,6/1/2006,N,N,3Y+,#,03 CS,cameras,CEMEA ,Paid IM,1,89.5,<10K,1,1
1927759478945644131 ,US ,18,5,Business,12/4/2013,N,N,1Y-3Y,George Peabody Elementary PTA,01 LM,education,NA    ,Other Combos,328,"103,164.00",10K-200K,0.02,0.28
1639676027253181195 ,US ,14,13,Consumer,6/26/2006,N,N,3Y+,#,03 CS,?,NA    ,Organic,13,322.3,<10K,1,0.93
1707822653519003229 ,DE ,8,8,Consumer,3/23/2012,N,N,3Y+,#,03 CS,auto-parts,EMEA  ,Paid IM,41,"1,055.03",<10K,0.2,1
2208720049851114508 ,US ,4,4,Business,1/14/2008,N,N,3Y+,TNT Automotive Inc.,03 CS,auto-parts,NA    ,Organic,4,"1,784.75",<10K,1,1
1636795381814436235 ,IT ,2,0,Consumer,5/25/2012,N,N,3Y+,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
1271931732720780696 ,GB ,3,3,Consumer,1/13/2011,N,N,3Y+,#,03 CS,?,EMEA  ,Natural Search,4,137.02,<10K,0.75,1
1696680218195413413 ,US ,27,21,Business,1/16/2015,N,N,3-12M,Association of Pain Program Directors,02 SME,non-profit,NA    ,Partner,27,"3,900.50",<10K,0.78,0.78
2066666892038922176 ,US ,69,17,Business,2/17/2014,N,N,1Y-3Y,UaStar Photo Booth,03 CS,photography,NA    ,Organic,70,"15,653.06",10K-200K,0.24,0.25
1657623551388453827 ,CA ,2,2,Consumer,2/24/2001,N,N,3Y+,#,03 CS,?,NA    ,Organic,5,515.67,<10K,0.4,1
1970115986513589858 ,GB ,27,27,Consumer,5/1/2009,N,N,3Y+,#,03 CS,?,EMEA  ,Paid IM,30,444.52,<10K,0.9,1
1258478971511826077 ,US ,5,1,Consumer,3/1/2011,N,N,3Y+,#,03 CS,?,NA    ,Organic,5,269.16,<10K,0.2,0.2
1858653742680216986 ,SE ,3,2,Consumer,4/12/2007,N,N,3Y+,#,03 CS,?,CEMEA ,Organic,10,569.42,<10K,0.2,0.67
1410707961069315065 ,US ,1,1,Consumer,8/11/2005,N,N,3Y+,#,03 CS,?,NA    ,Organic,17,130.24,<10K,0.06,1
2177491456503678853 ,US ,3,3,Consumer,11/4/2012,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,1,99.98,<10K,3,1
1448153790210820804 ,US ,1,1,Consumer,6/27/2008,N,N,3Y+,#,03 CS,?,NA    ,Paid IM,7,100,<10K,0.14,1
1155965091613061606 ,US ,18,15,Consumer,11/11/2001,N,N,3Y+,#,03 CS,?,NA    ,Organic,125,"8,157.32",<10K,0.12,0.83
1536629699533387235 ,GB ,1,0,Consumer,10/12/2014,N,N,3-12M,#,03 CS,?,EMEA  ,Organic,1,240.92,<10K,0,0
2183166051208237042 ,US ,40,27,Business,7/22/2014,N,N,1Y-3Y,Productive Learning,03 CS,education,NA    ,Partner,27,"3,999.04",<10K,1,0.68
1569121253953378556 ,GB ,1,1,Consumer,9/21/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,78.99,<10K,1,1
1728952746448123687 ,US ,4,4,Consumer,10/10/2010,N,N,3Y+,#,03 CS,coins,NA    ,Paid IM,5,964.09,<10K,0.8,1
1713594914211416673 ,US ,4,4,Consumer,6/26/2014,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,8,316.21,<10K,0.5,1
1959649814248532014 ,US ,6,5,Business,10/21/2012,N,N,1Y-3Y,Vincent Snyder,03 CS,?,NA    ,Organic,14,"1,985.00",<10K,0.36,0.83
1772325150850388148 ,US ,2,2,Consumer,4/5/2007,N,N,3Y+,#,03 CS,?,NA    ,Organic,5,126.97,<10K,0.4,1
1913911951362578491 ,US ,4,3,Business,1/26/2003,N,N,3Y+,A & B Variety,03 CS,arts-n-craft,NA    ,Organic,5,133.69,<10K,0.6,0.75
1301594517777544105 ,AU ,18,17,Consumer,1/12/2008,N,N,3Y+,#,?,fashion,APAC  ,Organic,17,662.3,<10K,1,0.94
1670373129247303102 ,AU ,1,1,Consumer,12/20/2005,N,N,3Y+,#,03 CS,?,APAC  ,Organic,1,18.27,<10K,1,1
1839375370414734430 ,US ,59,47,Consumer,12/10/2006,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,52,"1,040.12",<10K,0.9,0.8
2280085346204870412 ,AU ,88,7,Business,12/16/2014,N,N,3-12M,Fnatic Fitness,03 CS,?,APAC  ,Partner and Search,7,328.99,<10K,1,0.08
1349238341825134272 ,GB ,14,7,Business,8/6/2004,N,N,3Y+,lasterrazas.co.uk,03 CS,fashion,EMEA  ,Organic,9,579.11,<10K,0.78,0.5
1535165805194113266 ,US ,6,0,Consumer,3/11/2015,N,N,3-12M,#,04 YS,?,NA    ,Paid IM,1,0.01,<10K,0,0
1446803875686765593 ,GB ,9,9,Consumer,2/25/2007,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,10,443.52,<10K,0.9,1
2063364047059865148 ,DE ,2,2,Consumer,7/29/2004,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,3,74.85,<10K,0.67,1
1953367209639514065 ,US ,13,12,Consumer,6/25/2012,N,N,3Y+,#,03 CS,office-supplies,NA    ,Organic,13,"6,165.61",<10K,0.92,0.92
1677558869979268622 ,AU ,2,2,Consumer,6/10/2008,N,N,3Y+,#,03 CS,?,APAC  ,Organic,2,114.9,<10K,1,1
1911927917857784841 ,US ,8,6,Consumer,7/27/2014,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,7,279.69,<10K,0.86,0.75
1589949515161941676 ,US ,18,17,Consumer,11/29/2009,N,N,3Y+,#,03 CS,electronics,NA    ,Organic,18,489.9,<10K,0.94,0.94
1875391226415445097 ,AU ,8,7,Consumer,4/10/2008,N,N,3Y+,#,03 CS,cellphones,APAC  ,Organic,11,"2,068.28",<10K,0.64,0.88
1991949567232883236 ,US ,1,1,Consumer,5/10/2008,N,N,3Y+,#,03 CS,cellphones,NA    ,Organic,2,249.3,<10K,0.5,1
1710335024105122026 ,CA ,"1,434","1,095",Business,3/22/2012,N,N,3Y+,Inner Fire Apparel,01 LM,fashion,NA    ,Organic,"1,974","325,027.97",200K-500K,0.55,0.76
1929656599021829696 ,GB ,1,0,Consumer,9/17/2013,N,N,1Y-3Y,#,05 P2P receiver,?,EMEA  ,Organic,?,?,Unknown,?,0
1359524606272432945 ,US ,29,26,Consumer,2/13/2011,N,N,3Y+,#,03 CS,music-instruments,NA    ,Organic,30,"8,965.86",<10K,0.87,0.9
1314434253883511777 ,DE ,2,2,Consumer,4/15/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Paid IM,3,"1,664.30",<10K,0.67,1
2239190203934884170 ,US ,32,30,Consumer,12/18/2003,N,N,3Y+,#,02 SME,fashion,NA    ,Organic,33,"2,040.91",<10K,0.91,0.94
1239941174180054382 ,GB ,1,1,Consumer,12/18/2014,N,N,3-12M,#,03 CS,?,EMEA  ,Organic,2,60.01,<10K,0.5,1
1290485082463066473 ,GB ,54,50,Consumer,3/6/2008,N,N,3Y+,#,03 CS,fashion,EMEA  ,Organic,57,569.29,<10K,0.88,0.93
1692731087485006513 ,ES ,28,24,Consumer,10/11/2013,N,N,1Y-3Y,#,04 YS,?,CEMEA ,Natural Search,26,120.35,<10K,0.92,0.86
1502016702974915478 ,GB ,14,14,Business,8/25/2004,N,N,3Y+,adele trayler,03 CS,auto-parts,EMEA  ,Organic,15,663.9,<10K,0.93,1
1299333465495881133 ,AU ,1,1,Consumer,2/5/2007,N,N,3Y+,#,03 CS,?,APAC  ,Organic,1,17.12,<10K,1,1
1657693585872087108 ,DE ,3,3,Business,11/14/2002,N,N,3Y+,gl.aser software & gestaltung,03 CS,computer-hardware,EMEA  ,Organic,4,"1,029.06",<10K,0.75,1
1867305038826546003 ,GB ,3,3,Consumer,10/21/2009,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,3,112.63,<10K,1,1
1297491815828835836 ,US ,6,5,Consumer,1/17/2011,N,N,3Y+,#,03 CS,cameras,NA    ,Organic,5,809.5,<10K,1,0.83
1349791595566393076 ,US ,1,1,Consumer,8/5/2014,N,N,1Y-3Y,#,?,?,NA    ,Organic,?,?,Unknown,?,1
2202570664227661043 ,US ,4,4,Consumer,9/17/2012,N,N,1Y-3Y,#,03 CS,cellphones,NA    ,Paid IM and Natural Search,5,46.7,<10K,0.8,1
1458709251821426885 ,US ,5,5,Business,2/15/2011,N,N,3Y+,Beth Naumann,03 CS,jewelry,NA    ,Organic,5,"1,989.33",<10K,1,1
1827248698764113187 ,US ,102,72,Business,1/24/2010,N,N,3Y+,Mark Gonzales,03 CS,sports-equip,NA    ,Organic,112,"31,729.61",10K-200K,0.64,0.71
1715159324660423717 ,CA ,3,3,Consumer,10/19/2013,N,N,1Y-3Y,#,05 P2P receiver,?,NA    ,Organic,3,7.68,<10K,1,1
1713758325306871812 ,IN ,2,2,Consumer,11/29/2013,N,N,1Y-3Y,#,03 CS,?,APAC  ,Organic,6,43.52,<10K,0.33,1
1377932193515976051 ,GB ,1,1,Consumer,1/6/2009,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,35.98,<10K,1,1
1998253634190992758 ,US ,1,1,Consumer,12/17/2012,N,N,1Y-3Y,#,04 YS,?,NA    ,Organic,6,"12,240.00",10K-200K,0.17,1
1606500098570777601 ,GB ,16,13,Consumer,3/2/2008,N,N,3Y+,#,04 YS,?,EMEA  ,Organic,13,269.79,<10K,1,0.81
1649357621810093264 ,GB ,31,30,Business,1/22/2015,N,N,3-12M,SexyTech,03 CS,computer-hardware,EMEA  ,Organic,34,"1,601.71",<10K,0.88,0.97
1603792720462480914 ,GB ,1,1,Consumer,4/29/2013,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Natural Search,1,44.24,<10K,1,1
2038961451537925807 ,BR ,1,1,Consumer,1/21/2015,N,N,3-12M,#,03 CS,?,LATAM ,Natural Search,1,81.98,<10K,1,1
1963950259130490978 ,AU ,1,0,Consumer,11/6/2007,N,N,3Y+,#,?,?,APAC  ,Organic,?,?,Unknown,?,0
2071330479089259799 ,GB ,22,20,Consumer,3/31/2013,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Organic,24,213.93,<10K,0.83,0.91
2049346694545856787 ,US ,1,1,Consumer,11/27/2001,N,N,3Y+,#,05 P2P receiver,?,NA    ,Organic,1,138,<10K,1,1
1197611012615562795 ,US ,1,1,Consumer,5/9/2014,N,N,1Y-3Y,#,04 YS,?,NA    ,Organic,1,45,<10K,1,1
1549070228885579290 ,IE ,1,1,Consumer,10/20/2012,N,N,1Y-3Y,#,04 YS,?,EMEA  ,Organic,2,28.91,<10K,0.5,1
1642718295586760206 ,US ,52,47,Consumer,7/20/2009,N,N,3Y+,#,03 CS,books,NA    ,Organic,55,588.31,<10K,0.85,0.9
1195609736798917458 ,US ,1,1,Consumer,11/28/2014,N,N,3-12M,#,03 CS,?,NA    ,Organic,1,131.17,<10K,1,1
1276282952180115610 ,CA ,14,6,Business,5/26/2014,N,N,1Y-3Y,Abby Renovations Ltd,03 CS,?,NA    ,Organic,7,"13,039.79",10K-200K,0.86,0.43
1556322990322435106 ,IE ,"1,703","1,174",Business,11/13/2014,N,N,3-12M,Choo Choo's Gaming Limited,02 SME,gaming,EMEA  ,Organic,"1,727","69,109.81",10K-200K,0.68,0.69
2011622893770626899 ,FR ,2,1,Consumer,10/9/2009,N,N,3Y+,#,05 P2P receiver,?,CEMEA ,Organic,2,476.03,<10K,0.5,0.5
2188147426165477262 ,GB ,6,5,Business,2/27/2007,N,N,3Y+,Clark Scientific Editing,03 CS,health,EMEA  ,Organic,5,"1,777.30",<10K,1,0.83
1830061551158092055 ,GB ,4,3,Consumer,11/3/2008,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,4,139.08,<10K,0.75,0.75
1471292730246525774 ,RU ,29,24,Consumer,10/25/2012,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Natural Search,36,"4,046.72",<10K,0.67,0.83
1533767472543662375 ,US ,1,1,Consumer,5/1/2015,N,N,3-12M,#,04 YS,?,NA    ,Natural Search,1,128,<10K,1,1
1657630607095492941 ,GB ,6,5,Consumer,4/14/2015,N,N,3-12M,#,04 YS,?,EMEA  ,Natural Search,7,53.24,<10K,0.71,0.83
1851727870534441303 ,US ,12,0,Business,9/20/2011,N,N,3Y+,Julie  Prairie,03 CS,photography,NA    ,Organic,9,"3,995.30",<10K,0,0
1456112508555921574 ,GB ,2,2,Consumer,1/8/2014,N,N,1Y-3Y,#,03 CS,?,EMEA  ,Paid IM,3,160.71,<10K,0.67,1
1833201771209901789 ,CA ,3,3,Business,12/30/2013,N,N,1Y-3Y,#,03 CS,?,NA    ,Organic,4,248.23,<10K,0.75,1
1475796834767108965 ,GB ,4,1,Consumer,10/13/2003,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,1,0.86,<10K,1,0.25
1520999363084431064 ,US ,11,9,Consumer,3/23/2011,N,N,3Y+,#,03 CS,cosmetics,NA    ,Natural Search,9,785.49,<10K,1,0.82
1949744618551439709 ,US ,3,3,Consumer,5/24/2004,N,N,3Y+,#,03 CS,?,NA    ,Organic,4,227,<10K,0.75,1
1299688620829243310 ,US ,1,1,Consumer,9/28/2001,N,N,3Y+,#,04 YS,?,NA    ,Organic,2,326,<10K,0.5,1
1623179927429212539 ,US ,5,5,Consumer,8/3/2010,N,N,3Y+,#,03 CS,cellphones,NA    ,Organic,5,"1,355.00",<10K,1,1
1709511387033246475 ,ES ,11,5,Business,5/27/2013,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Partner,5,888.01,<10K,1,0.45
1577475120646285769 ,AU ,3,3,Consumer,3/1/2009,N,N,3Y+,#,03 CS,?,APAC  ,Organic,3,118.28,<10K,1,1
2094643777621258050 ,US ,15,3,Consumer,12/24/2014,N,N,3-12M,#,04 YS,computer-hardware,NA    ,Organic,3,798.22,<10K,1,0.2
1951610811154090277 ,US ,4,4,Consumer,12/30/2010,N,N,3Y+,#,03 CS,?,NA    ,Organic,5,406.08,<10K,0.8,1
1743452431862512277 ,US ,1,1,Business,8/20/2006,N,N,3Y+,Rook Defense LLC,02 SME,sports-equip,NA    ,Organic,1,55,<10K,1,1
1261536876856892430 ,US ,7,7,Consumer,4/15/2003,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,10,565.79,<10K,0.7,1
1335981786973047591 ,US ,6,0,Consumer,12/26/2014,N,N,3-12M,#,?,?,NA    ,Organic,?,?,Unknown,?,0
1284544148586520754 ,US ,3,3,Business,4/23/2008,N,N,3Y+,Jose Baeza,03 CS,food-n-drink,NA    ,Organic,7,"4,517.66",<10K,0.43,1
1963416996374773006 ,GB ,100,74,Business,1/27/2014,N,N,1Y-3Y,premium part worn tyres,02 SME,auto-parts,EMEA  ,Organic,86,"19,775.19",10K-200K,0.86,0.74
1539857135395059654 ,GB ,13,13,Business,2/19/2005,N,N,3Y+,heloised2005,03 CS,fashion,EMEA  ,Organic,15,321.35,<10K,0.87,1
1777404127216292436 ,GB ,2,2,Consumer,4/26/2005,N,N,3Y+,#,03 CS,?,EMEA  ,Organic,2,"1,171.30",<10K,1,1
1811034144470230130 ,HU ,6,4,Consumer,5/15/2013,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Natural Search,8,76.27,<10K,0.5,0.67
2154628891023291344 ,IT ,3,3,Consumer,9/17/2005,N,N,3Y+,#,03 CS,?,CEMEA ,Paid IM,6,"1,056.37",<10K,0.5,1
1442225399135812607 ,AU ,10,10,Consumer,7/29/2007,N,N,3Y+,#,03 CS,?,APAC  ,Organic,14,334.85,<10K,0.71,1
2232383228778906055 ,RU ,1,0,Consumer,12/23/2014,N,N,3-12M,#,?,?,CEMEA ,Organic,?,?,Unknown,?,0
2291805258819964343 ,C2 ,5,4,Consumer,10/8/2012,N,N,1Y-3Y,#,03 CS,?,APAC  ,Natural Search,27,"12,829.58",10K-200K,0.15,0.8
1729798651958229555 ,DE ,3,3,Consumer,11/9/2014,N,N,3-12M,#,03 CS,non-profit,EMEA  ,Natural Search,37,"2,293.81",<10K,0.08,1
1720092086290638821 ,LT ,2,2,Consumer,8/11/2014,N,N,1Y-3Y,#,03 CS,?,CEMEA ,Organic,7,27.48,<10K,0.29,1
1458598134593509867 ,PH ,3,3,Consumer,4/15/2014,N,N,1Y-3Y,#,05 P2P receiver,?,APAC  ,Organic,3,56.34,<10K,1,1
1802314052627518621 ,US ,8,8,Consumer,5/11/2002,N,N,3Y+,#,03 CS,fashion,NA    ,Organic,8,323.38,<10K,1,1
1277565526178466985 ,FR ,1,1,Consumer,2/26/2011,N,N,3Y+,#,03 CS,?,CEMEA ,Natural Search,3,758.49,<10K,0.33,1
2067907611985867779 ,HR ,803,510,Business,2/24/2013,N,N,1Y-3Y,Doria tours j.d.o.o.,02 SME,travel,CEMEA ,Organic,659,"60,976.73",10K-200K,0.77,0.64
1191873442968319230 ,US ,2,2,Consumer,6/1/2003,N,N,3Y+,#,03 CS,electronics,NA    ,Organic,3,85.55,<10K,0.67,1
1887189945371404434 ,US ,17,17,Consumer,12/11/2001,N,N,3Y+,#,03 CS,music-videos,NA    ,Organic,68,"1,162.87",<10K,0.25,1
